Latitude,Longitude,NDVI,Soil_Moisture,Elevation,Fertility,Fertility_Level
20.911836583254136,74.32000399071094,0.16133979,0.12396694,-12.025797,401.0,High
20.9115670886689,74.32000399071094,0.16220321,0.14049587,-12.145122,401.0,High
20.911297594083663,74.32000399071094,0.14944363,0.12672177,-12.628106,401.0,High
20.911028099498427,74.32000399071094,0.14467543,0.12947658,-12.527413,401.0,High
20.91075860491319,74.32000399071094,0.14733426,0.14049587,-12.090857,401.0,High
20.910489110327955,74.32000399071094,0.1494277,0.1046832,-11.816294,401.0,High
20.91021961574272,74.32000399071094,0.1492816,0.11294766,-11.737161,400.0,High
20.909950121157483,74.32000399071094,0.18036333,0.22865014,-11.956608,398.0,High
20.90968062657225,74.32000399071094,0.181195,0.22589532,-11.96049,397.0,High
20.909411131987014,74.32000399071094,0.18076763,0.22038567,-11.973978,398.0,High
20.909141637401778,74.32000399071094,0.1689819,0.17630854,-12.189121,399.0,High
20.90887214281654,74.32000399071094,0.1633975,0.15977961,-12.217479,400.0,High
20.908602648231305,74.32000399071094,0.14944689,0.1184573,-12.990745,399.0,High
20.90833315364607,74.32000399071094,0.15551628,0.12396694,-12.58336,395.0,High
20.908063659060833,74.32000399071094,0.14538264,0.10743801,-13.235616,396.0,High
20.907794164475597,74.32000399071094,0.15283147,0.1046832,-11.894385,398.0,High
20.90752466989036,74.32000399071094,0.17086415,0.13774104,-11.022166,398.0,High
20.907255175305124,74.32000399071094,0.16224945,0.09917355,-11.104424,397.0,High
20.906985680719888,74.32000399071094,0.16393772,0.13774104,-12.24836,397.0,High
20.906716186134656,74.32000399071094,0.1534645,0.1184573,-13.07484,400.0,High
20.90644669154942,74.32000399071094,0.15899469,0.12396694,-10.775715,400.0,High
20.906177196964183,74.32000399071094,0.15080015,0.121212125,-10.636348,400.0,High
20.905907702378947,74.32000399071094,0.17218195,0.1707989,-10.225617,399.0,High
20.90563820779371,74.32000399071094,0.17127061,0.24242425,-10.345302,399.0,High
20.905368713208475,74.32000399071094,0.17071655,0.24242425,-10.210394,398.0,High
20.90509921862324,74.32000399071094,0.15835883,0.21763085,-11.068764,398.0,High
20.904829724038002,74.32000399071094,0.15885364,0.22589532,-10.299947,398.0,High
20.904560229452766,74.32000399071094,0.14198825,0.12672177,-10.601121,397.0,High
20.90429073486753,74.32000399071094,0.15385927,0.19008264,-11.445996,397.0,High
20.904021240282294,74.32000399071094,0.16442752,0.14876033,-10.667747,397.0,High
20.90375174569706,74.32000399071094,0.1989091,0.22589532,-10.050318,397.0,High
20.903482251111825,74.32000399071094,0.17515941,0.20110193,-11.120115,399.0,High
20.90321275652659,74.32000399071094,0.16355875,0.17355372,-11.365476,400.0,High
20.902943261941353,74.32000399071094,0.16424848,0.18732782,-11.514832,400.0,High
20.902673767356116,74.32000399071094,0.15911902,0.16804408,-11.30435,400.0,High
20.90240427277088,74.32000399071094,0.16590093,0.20661157,-10.66262,400.0,High
20.902134778185644,74.32000399071094,0.18002556,0.20385675,-10.616867,400.0,High
20.901865283600408,74.32000399071094,0.17282441,0.1570248,-10.560228,400.0,High
20.901595789015172,74.32000399071094,0.23149481,0.38567492,-9.372799,399.0,High
20.901326294429936,74.32000399071094,0.17429517,0.15426998,-11.395425,400.0,High
20.9010567998447,74.32000399071094,0.13244005,0.0661157,-12.940876,400.0,High
20.900787305259467,74.32000399071094,0.1356295,0.071625344,-13.457475,399.0,High
20.90051781067423,74.32000399071094,0.16015717,0.15151516,-12.680247,400.0,High
20.900248316088994,74.32000399071094,0.13690065,0.09366391,-12.812507,400.0,High
20.89997882150376,74.32000399071094,0.094043024,0.03305785,-14.085069,399.0,High
20.899709326918522,74.32000399071094,0.09937839,0.038567495,-14.489298,398.0,High
20.899439832333286,74.32000399071094,0.100189365,0.038567495,-14.758428,399.0,High
20.89917033774805,74.32000399071094,0.101003096,0.046831954,-13.735431,400.0,High
20.898900843162814,74.32000399071094,0.103705846,0.055096418,-13.869093,403.0,High
20.898631348577577,74.32000399071094,0.093326285,0.03305785,-14.499821,404.0,High
20.89836185399234,74.32000399071094,0.09048328,0.035812672,-13.615909,405.0,High
20.898092359407105,74.32000399071094,0.08568043,0.030303031,-14.121251,405.0,High
20.897822864821872,74.32000399071094,0.08203213,0.008264462,-13.669187,404.0,High
20.897553370236636,74.32000399071094,0.08974101,0.035812672,-13.027597,405.0,High
20.8972838756514,74.32000399071094,0.09160087,0.035812672,-12.522378,406.0,High
20.897014381066164,74.32000399071094,0.08536773,0.011019284,-12.212733,406.0,High
20.896744886480928,74.32000399071094,0.09219299,0.03305785,-11.797908,408.0,High
20.89647539189569,74.32000399071094,0.077745974,0.005509642,-11.170943,409.0,High
20.896205897310455,74.32000399071094,0.075489,0.002754821,-11.57297,408.0,High
20.89593640272522,74.32000399071094,0.07886248,0.011019284,-10.302492,409.0,High
20.895666908139983,74.32000399071094,0.08730821,0.008264462,-10.53218,408.0,High
20.895397413554747,74.32000399071094,0.079776004,0.002754821,-10.56971,406.0,High
20.89512791896951,74.32000399071094,0.0945147,0.016528925,-11.319156,406.0,High
20.894858424384275,74.32000399071094,0.09328968,0.016528925,-12.6423645,404.0,High
